document,labels
"거기에 이 바다 디자인은 바다갈 때, 나들이갈 때 가지고 가기 넘나 사랑스러운 비쥬얼이에요 >_<",1
무게가 무려 108g밖에 되지 않고 크기는 스마트폰 사이즈만하니 평소에도 가지고 다니기 딱이죠?!,1
무게가 무려 108g밖에 되지 않고 크기는 스마트폰 사이즈만하니 평소에도 가지고 다니기 딱이죠?!,1
"여행을 좋아하는 저는, 요론 녀석, 꼬옥 있어야한다고 봅니다!!!",1
특히 sns 하는 분들에게 요론 거 하나 있으면 사진두 기가막히게 나와유~~,1
페이즐리 쉬폰블라우스 완전 내스타일이야~,1
오호~ 당장 담으러 가야쥐~!!,1
스마트폰 삼각대 추천 비소 셀카는 물론 가족사진 찍기도 good-,1
그래서 저도 편하게 사진찍고 싶어서 들인 #삼각대 #비소 BS-304 + 리코콘,1
#스마트폰삼각대 중에 국민삼각대 라 불리는 유명한 삼각대랍니다!,1
앞으로 소을이랑 저랑 둘이 야외 나가도 #삼각대샷 예쁘게 남겨야지~~~ 호호호,1
"제주도 4박 5일 여행 중, 내가 좋아하는 해비치호텔 가든에서 달콤한 #호가든 과 힐링ing",1
"제주도 4박 5일 여행 중, 내가 좋아하는 해비치호텔 가든에서 달콤한 #호가든 과 힐링ing",1
내가 제일 좋아하는 #치약 #Dentiste .,1
지금도 상쾌한 입안을 위해 쓰는 덴티스테 제주도와서 하루종일 여행 후 텁텁한 입안을 상쾌하게 하기 위해 준비해 온 #덴티스테치약,1
"청정 자연에서 얻은 허브, 각종식물에서 추출한 성분이라 입 냄새 원인 제거는 물론 양치 후 입안이 자극적이지 않아 정말 좋아!",1
우리 부부의 상쾌한 여행을 부탁해^^,1
부드러운 음파진동이라 서투른 딸이 양치하기에도 구석구석 잘~ 닦이는 거 같아서 좋고 방수되어 목욕시킬 때 가지고 놀기도 해요~,1
#MEGATEN 으로 즐거운 양치를 할 수 있게 된 거 같아서 대만족!,1
#시그니엘호텔 85층 #수영장 한적하니 분위기도 좋고 신난다-,1
신나는 #시그니엘호캉스,1
진심 호캉스에 반했떠.. ☞☜,1
손톱이 약한 내가 선택한 네일매일,1
똥손인 친구가 여기꺼 넘 편하다며 추천하길래 선택했는데 진짜 좋네-,1
손톱 사이즈에 맞춰 선택 후 버퍼로 긁으면 샤샤샥 붙는 5분 네일아트♥,1
밀착력이 좋고 오래가니 그뤠잇-,1
"블랙을 좋아하는 내가 선택한 디자인,",1
시험삼아 하나만 했는데 성공각!,1
종류별로 또 사야겠당-,1
예뻐 예뻐!,1
"엄마가 화장하는 것에 부쩍 관심이 늘어 요즘 화장대에서 이리저리 해본다고 난린데, 그 와중에 꼭 필요한 선팩트 득템!",1
EWG 1-2 등급으로 안전한 아토팜 톡톡 페이셜 선팩트,1
100% 무기자외선차단 성분으로 더욱 순하게 향도 순하니 좋다!,1
100% 무기자외선차단 성분으로 더욱 순하게 향도 순하니 좋다!,1
아토팜 콩순이 팩트 고마워!,1
신난다♬,1
5급 수업할때마다 보는데 볼때마다 두근두근??,1
오늘따라 더 설렜당??,1
예쁘당 ㅠㅠ,1
풋풋함 넘치는 손예진 조승우 조인성 보는 감동,1
(너무예뻐서 감동임)...!!,1
흐어엉 ㅠㅠㅠ 원작도 참 좋아했는데 한국판도 좋다,1
울생각없었는데 눈물이 주루르루륵 ㅠㅠ,1
소지섭님께 별 관심이 없었는데 역시 남자배우들은 나이가 들수록 뭔가 빛을 발한단 느낌ㅜㅡㅜ,1
아들역할 아가야는 연기를 어쩜 이리 잘하는지!!!!!,1
"나도 엄청 오래 기다려왔고 나를 아는, 이 영화를 먼저 본 지인들도 다들 내가 보면 좋아할거라고 했는데 진짜 좋았다ㅠㅠㅠ",1
심지어 울었다,1
울줄은 몰랐는데 요즘 뭔가 감성이 몰랑몰랑했었는지 초반부터 뭔가 울컥했다ㅠㅠ,1
보고 나서는 세상이 다 아름다워보였고 헝,1
사실 21명의 파트너들이 다 내가 좋아하는 사람이어서 이입이 쉬웠는지도 모르지,1
그리고 한효주 안좋아했는데 한효주 세상에서 젤 예뻐보였다.,0
나는 확실히 일본 영화를 좋아하나보다.,1
"색채도 발상도, 그리고 일본어 발음도!",1
"색채도 발상도, 그리고 일본어 발음도!",1
"색채도 발상도, 그리고 일본어 발음도!",1
단 한번도 졸지 않은 유일한 영화??,1
병영제 이야기는 처음 접해서 새로웠다!,1
너무나 다른 느낌의 두 영화가 다 좋았다.,1
아직 장면 하나하나가 생생한걸 보니 잘봤던 모양이다.,1
내가 대만에 대해서는 정말 아무것도 몰라서 그런거겠지만 어렵고 불편했다ㅠㅠ,2
네번째 에피소드는 정말 괜찮았지만.. 세번째 에피소드는 특히 몰입하기가 어려웠던??,0
눈물 6방울 똑 ??,1
현실의 고단함 속에서도 세상의 편견에 도전하다 `VIVA`! 개봉하면 꼭 보길 추천!,1
#마스크팩추천,1
건조할땐 역시 마스크팩이 최고죠,1
국내최초 연어알추출물100%,0
유럽인증받은 더마거즈시트라 다른 마스크팩과는 달라도 너무 달라요 ♡,1
피부에 착붙,1
느낌이 일단 최고,1
밀착력은 물론 촉촉함도 굿굿,1
물광피부 만들어주네요,1
겨울내내 #베라베르토 #마스크팩 으로 관리해줘야겟어요,1
건조한 겨울에 사용하기 좋은 고보습 화장품으로 보습력이 오래오래!,1
여러가지 바를 필요없이 이거 하나면 OK,1
올인원이라 편해요,1
끈적이지 않은 제형으로 아침저녁으로 세안후 바르기 딱좋아용,1
소금샴푸라니 완전 신기해??,0
거품과 함께 부드럽게 소금과 녹아서 두피청량감과 상쾌함 진짜 쵝오 !,1
"빙하수, 해초, 바다소금 성분 함유 묵은 각질까지 오오 ??",1
"또, 탈모에 도움된다고 하니깐 꾸준히 써야지 ♩",1
꾸준히 사용중인 내사랑 #카사업 ♡,1
한살먹으니깐 왜케 아침에 붓고 탄력도 떨어지고 잔주름까지 정말 피부고민 많았는데 #CAXAUP 으로 얼굴과 목 팔자주름까지 끌어당겨주는중 !,1
계속 사용해주니깐 정말 피부탄력은 물론 붓기까지 톡톡히 보이는 효과 굿굿,1
역시 믿고 쓰는 #애정템 이에요,1
카사업 쓰고 하루하루 #리즈갱신 해야지,1
디즈니쿠션팩트 완전 귀엽다...?,1
커버력도 good!,1
너로 정했다????,1
부드러운 거품으로 자극없이 각질케어 할 수 있어서 간편해요,1
보송보송 상쾌한 피부 짜잔 ㅋ,1
그리고 외출할때 꼭 뿌리는 나만의 향수 이세이미야케 향수,1
정말 봄이 온듯한 향기로 취저 ♡,1
디자인까지 넘 이쁜 향수에요 ㅋ,1
싱글즈 베스트템 모두 추천템♥,1
#마스크팩추천,1
그 유명하다는 아이로션계의 sk2,1
맘세라마이드성분이 보습해주고 비싸다는 동충하초랑 녹용까지 들어있는 착한 마스크팩~~ ㅎㅎ??,1
맘세라마이드성분이 보습해주고 비싸다는 동충하초랑 녹용까지 들어있는 착한 마스크팩~~ ㅎㅎ??,1
자연유래성분이 97%이 피부에 자극 없어 최고!,1
15분 후에 마스크팩 떼어내는데 물광이 아주 ㅋㅋ,1
수분에센스겔타입이라 끈적임도 없음??,1
피부에 좋으다는 마스크팩 다 써보는데 요거에 정착해야겠으요 ㅋㅋ,1
#예쁘다 ??,1
오늘은 왠지 롱 귀걸이가 땡기는 날,1
좋아하는 #블랙롱드레스 와 찰랑 거리는 은색의 귀걸이 #Happymonday,1
저의 셀룰러워터미스트 사랑은 아직 끝나지않았죠,1
요새 외출할때 제 필수템 시티프로텍트미스트에요??,1
영상에서 보면 분사력 보이시죠?? ㅋㅋ,1
초미립자가 피부 표면에 뿌려주면 은은한 광채가 곧바로 이쁨뿜뿜 ㅋㅋ,1
쓰면 쓸수록 매력있다 #에스테덤 너~~ ????,1
피부 컨디션에 따라 골라 쓰는 마몽드 플라워 토너 3종!!,1
피부보습되는 느낌~,1
생기 있는 피부로 가꿔주는 건조할때 쓰면 좋은 #로즈워터 ??,1
내 각질 다 잡아먹는 각질토너,1
#아쿠아필 효소 성분과 매실 성분이 각질제거에 최고!,1
여름에 없어서는 안될 피지흡착력 대박,1
번들거림 제로!!,1
"어성초가 모공 속 노폐물과 피지를 제거해주니까 모공, 피지로 고민인 피부엔 요거 딱!",1
나 각질부자인데 ㅋㅋ 이건 내 입술에도 뭉침없이 발려서 좋으당,1
구름같이 가벼운 보송보송한 텍스쳐라 실키한 마무리 베리굿!,1
매트한것같으면서도 촉촉함 ㅋ,1
샴푸로 두피가 스케일링하니까 빨긋했던 두피가 진정되고 청결해지는 느낌~,1
메이크업 후 사용해봤는데 전혀 밀리지않고 백탁없이 안바른것처럼 티가 안남 ㅋㅋ,1
자연스러운 발림성 좋으네 ????,1
유분기 없는게 젤 맘에 든다요??,1
#스와니코코 #비타민토너의 산자나무의 비타민C&E ?? 오렌지 추출물의 비타민C 성분이 생기있는 피부로~,1
#스와니코코 #비타민토너의 산자나무의 비타민C&E ?? 오렌지 추출물의 비타민C 성분이 생기있는 피부로~,1
마미가 물로 데려마시는 우슬초 뿌리 세척도 간편해서 만족하시는 ??,1
빨랫방망이로 두드려 세탁하는 효과,1
초음파파장 어메이징!!,1
과일 채소 손상없이 세척되니까 이제 농약 미세먼지 이제 걱정 노노!!,1
곧 다가오는 발렌타인데이 남친 선물 추천!!,1
멘톨성분이 들어 있어 쿨링감에 대만족이라는~,1
휴대하기 딱 좋은 사이즈라 지갑에 쏙!,1
?? 뱃살 없어졌으면 하는 바램으로 요즘 열심히 붙이는 #붙여도좋아,1
고급에스테틱 별거아니라며 ㅋㅋ,1
오래 지속되는 온열감~~,1
확실히 배가 따뜻하니까 생리통도 줄어든!!,1
?? 으로 피부이뻐지기,1
헬 포어 퍼펙트 와인 스파클링필링패드로 샤샤삭,1
"각질제거와 피부 보습, 모공수축에 좋은 포도추출물 ??",1
폴리페놀이 풍부한 100점 만점 패드네용!,1
요 크림 하나로 효과 제대로 보고 있는 중이라는??,1
요거 사용한지 일주일 채 안됬는데 오늘 점심먹는데 어머 글쎄 선배 왈 “피부시술 했니 ?어디서 관리받니 ?” ㅎㅎㅎㅎ ??,1
자세교정에 도움이 될 의자 적극추천 받았으요,1
자세교정의자 스타일로 바른 자세를 유지할 수 있으니까 s라인을 유지하는 아름다운 몸매에도 좀 욕심을 내봐야지 히히 ??,1
거북목과 굽은 등 개선에 도움된다니 앞으로 꾸준히 사용해야겠으요 !,1
진짜 열심히 서치해서 찾아낸 보물같은 곳,1
언니식구와 같이 다녀왔는데 가족끼리 연인끼리 더할나위 없이 강추 !!!,1
글램핑장 앞에 바다가 있어서 올 여름 더위 날려버리는데 문제 없을듯 ㅋ,1
시설이 너무 깨끗해서 깜놀했어요??,1
왜 이름을 #별빛바다로 지었는지 알겠다는,1
저녁에 진짜 별에 온듯한 느낌,1
사용하기전부터 너무 궁금했던 #연작 #한방앰플,0
피부밸런스를 맞춰주는 #홀플랜트이펙트 성분이 원래의 건강한 피부로 리턴!,1
뽀얀 빛깔의 무겁지 않은 제형이라 끈적임 없이 산뜻하게 흡수되니까 #데일리앰플 로 너무 맘에 듬,1
요건 은은하게 시트러스향 매력있어요 ㅎㅎ,1
향까지도 신경써주는 센스 ~,1
#60초 ? #마스크팩추천,1
#60초마스크 가 있었는데 ㅋㅋ,1
아침에 하나 뽑아서 #only 60초 투자!,1
손으로 쫙 짜보니까 에센스 어마어마하게 들어가있는데????,1
신기하게 흡수가 쏙 되서 뽀송뽀송 ㅋㅋ,1
스킨로션 안발라도 #장미수 가 들어있어 색조화장 잘 먹는다잉 흐흐??,1
#블루트스 이어폰이 좋아서 베프랑 안 걷던 운동도 하고 ㅋㅋ,1
"전성분 그린등급 , 유기농원료를 사용해서 믿고 사용할 수 있어요 ??",1
크림쓰고 엄청 만족스러웠는데 치약도 맘에 쏙! ㅋ,1
순해서 아이들도 좋아하네요 ??,1
두 아이들이 있다보니 한달에 사용하는 화장지 양도 결코 무시할수 없는데 이왕이면 #친환경휴지 써야지??,1
#우유팩친환경휴지 라서 #착한휴지 확실하다며 쓰는데 3겹이라 도톰하면서 부드럽??,1
"무형광,무독성, 친환경적 먼지까지 덜 날려서 대만족?",1
키친타월도 같이 겟했는데 최고??,1
유해성 없는 국내산원단에 엄청 도톰 프리미엄 엠보싱이라 풍성한 거품이 오래 지속되니 주방세제도 적게 사용하는듯??,1
유해성 없는 국내산원단에 엄청 도톰 프리미엄 엠보싱이라 풍성한 거품이 오래 지속되니 주방세제도 적게 사용하는듯??,1
"욕실, 다용도실,발코니 등 다양한곳에서 사용가능하니??",1
작년에 유용하게 사용했던 앙블랑물티슈 온도계가 다시 부착되어 나왔네요??,1
더워질수록 세균과 곰팡이가 번식하기 쉬워 걱정했는데 빨간온도계 꼼꼼히 확인하는 깐깐한 엄마가 되자구요??,1
지금까지 봐왔던 교정용 젓가락과 사뭇 다른 비쥬얼인데다가 처음이다보니 과연 잘하려나 거부하진 않을까? 걱정했는데 신나는 #팬더송 때문일까 집중해서 보곤 젓가락질 성공?,0
전성분 공개한 착한 성분이라 안심하고 온가족 사용하는 입욕제,1
눈에 들어가도 따갑지 않으니 아이들도 넘나 조아라함??,1
엄청난 짐슴용량이라 더 맘에듬??,1
겉만 관리하는게 아닌 피부 심층 항노화와 보습을 해준다네요,1
홍삼오일 성분이 진피관리에 도움을 줘서 피부 치밀도를 개선해준다는데 #3DAYS키트 만 써봐도 놀라워서 당장 본품 구매하고 싶어지네요,1
홍삼오일 성분이 진피관리에 도움을 줘서 피부 치밀도를 개선해준다는데 #3DAYS키트 만 써봐도 놀라워서 당장 본품 구매하고 싶어지네요,1
처음엔 반신반의하며 이게 효과있나?했는데 허리와 목의 부담을 감소해줘서 넘 편해요,1
바른자세로 앉게해주니 굽은등도 펴지고 S라인 만들기에도 도움주는것 같고 ㅎㅎ,1
요즘은 일부러 바닥에 앉지않고 스타일 프리미엄에 앉아 생활중 ㅋㅋ,1
이 얘기를 듣자마자 기존 사용하던 수세미는 버리고 #디어커스 #그레이원데이수세미 사용하고 있어요,1
환경호르몬을 포함한 유해물질 불검출이 인증된 안전한 제품이기에 아이 장난감이나 식기등도 안전하게 세척할 수 있더라구요,1
2겹 초극세사 섬유라서 기존 일회용수세미들에 비해 거품도 잘나고 세정력도 뛰어나요,1
출시 3개월만에 10만개 이상 판매된 핫한 제품 !,1
2롤 구매시 다용도걸이나 싱크대 배수구거름망 증정하니 아직 안써보신 분은 꼭꼭 사용해보세요,1
신생아때부터 사용하기 딱 좋은 #아토오겔,1
제조사는 모든 제조과정을 꼼꼼히 검수하는 큰 업체는 #코리아나 !,1
믿음 팍팍가요,1
수분 가득하고 약산성 제품이라 순한게 울 아들 사용하기에 딱 좋아요,1
아빠가 발라주는 로션으로 취지부터 너무 맘에들어요,1
